COMMENT  ####
COMMENT  #  GRADELADDER - MINIMAL SUBSET 
COMMENT  ####
METADATA|GradeLadder|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|GradeSetId|GradeLadderName|ActiveStatus
MERGE|GradeLadder|ALTAHRN01|SUPPORT|1951/01/01|4712/12/31|300000001493021|Support Staff|A
MERGE|GradeLadder|ALTAHRN01|ACADEMIC|1951/01/01|4712/12/31|300000001493021|Academic and Other Related|A
MERGE|GradeLadder|ALTAHRN01|APPRENTICE|1951/01/01|4712/12/31|300000001493021|Apprentice|A
MERGE|GradeLadder|ALTAHRN01|PROFESSORIAL|1951/01/01|4712/12/31|300000001493021|Professorial|A
MERGE|GradeLadder|ALTAHRN01|SENIORCLINICAL|1951/01/01|4712/12/31|300000001493021|Senior Clinical Tutors|A
MERGE|GradeLadder|ALTAHRN01|HONORARYCON|1951/01/01|4712/12/31|300000001493021|Staff holding honorary consultant contracts|A
MERGE|GradeLadder|ALTAHRN01|NOTHONORARYCON|1951/01/01|4712/12/31|300000001493021|Staff not holding honorary consultant contracts|A
MERGE|GradeLadder|ALTAHRN01|GRADE10|1951/01/01|4712/12/31|300000001493021|Grade 10|A

COMMENT  ####
COMMENT  #  GRADELADDER QUESTIONS
COMMENT  #
COMMENT  #  1.  GradeSetId 300000001493021 will need amending at each data load to new UOB set Id
COMMENT  ####


COMMENT  ####
COMMENT  #  GRADESINLADDER - MINIMAL SUBSET 
COMMENT  ####
METADATA|GradesInLadder|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|GradeId(SourceSystemId)|GradesInLadderSequence
MERGE|GradesInLadder|ALTAHRN01|SUPPORT-BAND100|1951/01/01|4712/12/31|BAND100|1
MERGE|GradesInLadder|ALTAHRN01|SUPPORT-BAND200|1951/01/01|4712/12/31|BAND200|2
MERGE|GradesInLadder|ALTAHRN01|SUPPORT-BAND300|1951/01/01|4712/12/31|BAND300|3
MERGE|GradesInLadder|ALTAHRN01|SUPPORT-BAND400|1951/01/01|4712/12/31|BAND400|4
MERGE|GradesInLadder|ALTAHRN01|SUPPORT-BAND500|1951/01/01|4712/12/31|BAND500|5
MERGE|GradesInLadder|ALTAHRN01|ACADEMIC-GRADE6|1951/01/01|4712/12/31|GRADE6|1
MERGE|GradesInLadder|ALTAHRN01|ACADEMIC-GRADE7|1951/01/01|4712/12/31|GRADE7|2
MERGE|GradesInLadder|ALTAHRN01|ACADEMIC-GRADE8|1951/01/01|4712/12/31|GRADE8|3
MERGE|GradesInLadder|ALTAHRN01|ACADEMIC-GRADE9|1951/01/01|4712/12/31|GRADE9|4
MERGE|GradesInLadder|ALTAHRN01|APPRENTICE-ABAND200|1951/01/01|4712/12/31|ABAND200|1
MERGE|GradesInLadder|ALTAHRN01|APPRENTICE-ABAND300|1951/01/01|4712/12/31|ABAND300|2
MERGE|GradesInLadder|ALTAHRN01|APPRENTICE-ABAND400|1951/01/01|4712/12/31|ABAND400|3
MERGE|GradesInLadder|ALTAHRN01|APPRENTICE-ABAND500|1951/01/01|4712/12/31|ABAND500|4
MERGE|GradesInLadder|ALTAHRN01|PROFESSORIAL-PROF1|1951/01/01|4712/12/31|PROF1|1
MERGE|GradesInLadder|ALTAHRN01|PROFESSORIAL-PROF2|1951/01/01|4712/12/31|PROF2|2
MERGE|GradesInLadder|ALTAHRN01|PROFESSORIAL-PROF3|1951/01/01|4712/12/31|PROF3|3
MERGE|GradesInLadder|ALTAHRN01|PROFESSORIAL-PROFNB|1951/01/01|4712/12/31|PROFNB|4
MERGE|GradesInLadder|ALTAHRN01|PROFESSORIAL-PROFU|1951/01/01|4712/12/31|PROFU|5
MERGE|GradesInLadder|ALTAHRN01|PROFESSORIAL-DPROF|1951/01/01|4712/12/31|DPROF|6
MERGE|GradesInLadder|ALTAHRN01|SENCLINICAL-CSBCON|1951/01/01|4712/12/31|CSBCON|1
MERGE|GradesInLadder|ALTAHRN01|SENCLINICAL-CSBCONPROF1|1951/01/01|4712/12/31|CSBCONPROF1|2
MERGE|GradesInLadder|ALTAHRN01|SENCLINICAL-CSBCONPROF2|1951/01/01|4712/12/31|CSBCONPROF2|3
MERGE|GradesInLadder|ALTAHRN01|SENCLINICAL-CSBCONPROF3|1951/01/01|4712/12/31|CSBCONPROF3|4
MERGE|GradesInLadder|ALTAHRN01|SENCLINICAL-CSBCONPROFD|1951/01/01|4712/12/31|CSBCONPROFD|5
MERGE|GradesInLadder|ALTAHRN01|SENCLINICAL-CSBCONPROFN|1951/01/01|4712/12/31|CSBCONPROFN|6
MERGE|GradesInLadder|ALTAHRN01|SENCLINICAL-CSBCONPROFU|1951/01/01|4712/12/31|CSBCONPROFU|7
MERGE|GradesInLadder|ALTAHRN01|HONORARYCON-CCON|1951/01/01|4712/12/31|CCON|1
MERGE|GradesInLadder|ALTAHRN01|HONORARYCON-CCONPROF1|1951/01/01|4712/12/31|CCONPROF1|2
MERGE|GradesInLadder|ALTAHRN01|HONORARYCON-CCONPROF2|1951/01/01|4712/12/31|CCONPROF2|3
MERGE|GradesInLadder|ALTAHRN01|HONORARYCON-CCONPROF3|1951/01/01|4712/12/31|CCONPROF3|4
MERGE|GradesInLadder|ALTAHRN01|HONORARYCON-CCONPROFD|1951/01/01|4712/12/31|CCONPROFD|5
MERGE|GradesInLadder|ALTAHRN01|HONORARYCON-CCONPROFU|1951/01/01|4712/12/31|CCONPROFU|6
MERGE|GradesInLadder|ALTAHRN01|HONORARYCON-CCONPROFN|1951/01/01|4712/12/31|CCONPROFN|7
MERGE|GradesInLadder|ALTAHRN01|NOTHONORARYCON-CBCON|1951/01/01|4712/12/31|CBCON|1
MERGE|GradesInLadder|ALTAHRN01|GRADE10-PVC|1951/01/01|4712/12/31|10-PVC|1
MERGE|GradesInLadder|ALTAHRN01|GRADE10-SENOFF|1951/01/01|4712/12/31|10-SENOFF|2
MERGE|GradesInLadder|ALTAHRN01|GRADE10-OPSDIR|1951/01/01|4712/12/31|10-OPSDIR|3
MERGE|GradesInLadder|ALTAHRN01|GRADE10-SENFUNC|1951/01/01|4712/12/31|10-SENFUNC|4

COMMENT  ####
COMMENT  #  N.B.  Function Head and Registrar, VC VP and Provost and Secretary (Grade 10) 
COMMENT  #  do NOT belong to the Grade 10 GradeLadder 
COMMENT  ####


COMMENT  ####
COMMENT  #  STEPRATE - MINIMAL SUBSET ( One for each GradeLadder that has steps)
COMMENT  ####
METADATA|StepRate|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|GradeLadderId(SourceSystemId)|RateName|LegislationCode|RateType|RateFrequency|AnnualizationFactor|CurrencyCode|ActiveStatus
MERGE|StepRate|ALTAHRN01|STP-RT-SUPPORT|1951/01/01|4712/12/31|SUPPORT|Support Staff Step Rates|GB|SALARY|ANNUAL|1|GBP|A
MERGE|StepRate|ALTAHRN01|STP-RT-ACADEMIC|1951/01/01|4712/12/31|ACADEMIC|Academic and Other Related Step Rates|GB|SALARY|ANNUAL|1|GBP|A
MERGE|StepRate|ALTAHRN01|STP-RT-APPRENTICE|1951/01/01|4712/12/31|APPRENTICE|Apprentice Step Rates|GB|SALARY|ANNUAL|1|GBP|A
MERGE|StepRate|ALTAHRN01|STP-RT-PROFESSORIAL|1951/01/01|4712/12/31|PROFESSORIAL|Professorial Step Rates|GB|SALARY|ANNUAL|1|GBP|A
MERGE|StepRate|ALTAHRN01|STP-RT-SENIORCLINICAL|1951/01/01|4712/12/31|SENIORCLINICAL|Senior Clinical Tutors Step Rates|GB|SALARY|ANNUAL|1|GBP|A
MERGE|StepRate|ALTAHRN01|STP-RT-HONORARYCON|1951/01/01|4712/12/31|HONORARYCON|Staff holding honorary consultant contracts Step Rates|GB|SALARY|ANNUAL|1|GBP|A
MERGE|StepRate|ALTAHRN01|STP-RT-NOTHONORARYCON|1951/01/01|4712/12/31|NOTHONORARYCON|Staff not holding honorary consultant contracts Step Rates|GB|SALARY|ANNUAL|1|GBP|A
MERGE|StepRate|ALTAHRN01|STP-RT-GRADE10|1951/01/01|4712/12/31|GRADE10|Grade 10 Step Rates|GB|SALARY|ANNUAL|1|GBP|A

COMMENT  ####
COMMENT  #  STEPRATEVALUE - MINIMAL SUBSET. 
COMMENT  #  One for each GradeStep (in Grade.dat) of Grades that belong to a ladder
COMMENT  ####
METADATA|StepRateValue|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|RateId(SourceSystemId)|LegislationCode|StepRateValueAmount
COMMENT   Grade Step Rate Values - 10 OPSDIR
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-50|1951/01/01|4712/12/31|STP-RT-GRADE10|50|GB|57674
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-51|1951/01/01|4712/12/31|STP-RT-GRADE10|51|GB|59400
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-52|1951/01/01|4712/12/31|STP-RT-GRADE10|52|GB|61177
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-53|1951/01/01|4712/12/31|STP-RT-GRADE10|53|GB|63008
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-54|1951/01/01|4712/12/31|STP-RT-GRADE10|54|GB|64893
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-55|1951/01/01|4712/12/31|STP-RT-GRADE10|55|GB|66836
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-56|1951/01/01|4712/12/31|STP-RT-GRADE10|56|GB|68836
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-57|1951/01/01|4712/12/31|STP-RT-GRADE10|57|GB|70896
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-58|1951/01/01|4712/12/31|STP-RT-GRADE10|58|GB|73018
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-59|1951/01/01|4712/12/31|STP-RT-GRADE10|59|GB|74719
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-60|1951/01/01|4712/12/31|STP-RT-GRADE10|60|GB|76957
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-61|1951/01/01|4712/12/31|STP-RT-GRADE10|61|GB|79262
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-62|1951/01/01|4712/12/31|STP-RT-GRADE10|62|GB|81625
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-63|1951/01/01|4712/12/31|STP-RT-GRADE10|63|GB|84069
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-64|1951/01/01|4712/12/31|STP-RT-GRADE10|64|GB|86586
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-65|1951/01/01|4712/12/31|STP-RT-GRADE10|65|GB|89110
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-66|1951/01/01|4712/12/31|STP-RT-GRADE10|66|GB|91785
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-67|1951/01/01|4712/12/31|STP-RT-GRADE10|67|GB|94526
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-68|1951/01/01|4712/12/31|STP-RT-GRADE10|68|GB|97364
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-69|1951/01/01|4712/12/31|STP-RT-GRADE10|69|GB|100280
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-70|1951/01/01|4712/12/31|STP-RT-GRADE10|70|GB|103284
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-71|1951/01/01|4712/12/31|STP-RT-GRADE10|71|GB|106378
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-72|1951/01/01|4712/12/31|STP-RT-GRADE10|72|GB|109564
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-73|1951/01/01|4712/12/31|STP-RT-GRADE10|73|GB|112847
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-74|1951/01/01|4712/12/31|STP-RT-GRADE10|74|GB|116227
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-75|1951/01/01|4712/12/31|STP-RT-GRADE10|75|GB|119709
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-76|1951/01/01|4712/12/31|STP-RT-GRADE10|76|GB|123296
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-77|1951/01/01|4712/12/31|STP-RT-GRADE10|77|GB|126990
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-78|1951/01/01|4712/12/31|STP-RT-GRADE10|78|GB|130795
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-79|1951/01/01|4712/12/31|STP-RT-GRADE10|79|GB|134714
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-80|1951/01/01|4712/12/31|STP-RT-GRADE10|80|GB|138750
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-81|1951/01/01|4712/12/31|STP-RT-GRADE10|81|GB|142908
MERGE|StepRateValue|ALTAHRN01|SRV-OPSDIR-82|1951/01/01|4712/12/31|STP-RT-GRADE10|82|GB|147191
COMMENT   Grade Step Rate Values - Senior Officer
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-50|1951/01/01|4712/12/31|STP-RT-GRADE10|50|GB|57674
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-51|1951/01/01|4712/12/31|STP-RT-GRADE10|51|GB|59400
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-52|1951/01/01|4712/12/31|STP-RT-GRADE10|52|GB|61177
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-53|1951/01/01|4712/12/31|STP-RT-GRADE10|53|GB|63008
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-54|1951/01/01|4712/12/31|STP-RT-GRADE10|54|GB|64893
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-55|1951/01/01|4712/12/31|STP-RT-GRADE10|55|GB|66836
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-56|1951/01/01|4712/12/31|STP-RT-GRADE10|56|GB|68836
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-57|1951/01/01|4712/12/31|STP-RT-GRADE10|57|GB|70896
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-58|1951/01/01|4712/12/31|STP-RT-GRADE10|58|GB|73018
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-59|1951/01/01|4712/12/31|STP-RT-GRADE10|59|GB|74719
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-60|1951/01/01|4712/12/31|STP-RT-GRADE10|60|GB|76957
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-61|1951/01/01|4712/12/31|STP-RT-GRADE10|61|GB|79262
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-62|1951/01/01|4712/12/31|STP-RT-GRADE10|62|GB|81625
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-63|1951/01/01|4712/12/31|STP-RT-GRADE10|63|GB|84069
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-64|1951/01/01|4712/12/31|STP-RT-GRADE10|64|GB|86586
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-65|1951/01/01|4712/12/31|STP-RT-GRADE10|65|GB|89110
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-66|1951/01/01|4712/12/31|STP-RT-GRADE10|66|GB|91785
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-67|1951/01/01|4712/12/31|STP-RT-GRADE10|67|GB|94526
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-68|1951/01/01|4712/12/31|STP-RT-GRADE10|68|GB|97364
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-69|1951/01/01|4712/12/31|STP-RT-GRADE10|69|GB|100280
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-70|1951/01/01|4712/12/31|STP-RT-GRADE10|70|GB|103284
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-71|1951/01/01|4712/12/31|STP-RT-GRADE10|71|GB|106378
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-72|1951/01/01|4712/12/31|STP-RT-GRADE10|72|GB|109564
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-73|1951/01/01|4712/12/31|STP-RT-GRADE10|73|GB|112847
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-74|1951/01/01|4712/12/31|STP-RT-GRADE10|74|GB|116227
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-75|1951/01/01|4712/12/31|STP-RT-GRADE10|75|GB|119709
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-76|1951/01/01|4712/12/31|STP-RT-GRADE10|76|GB|123296
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-77|1951/01/01|4712/12/31|STP-RT-GRADE10|77|GB|126990
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-78|1951/01/01|4712/12/31|STP-RT-GRADE10|78|GB|130795
MERGE|StepRateValue|ALTAHRN01|SRV-SENOFF-79|1951/01/01|4712/12/31|STP-RT-GRADE10|79|GB|134714
